ko	pathway_id	pathway_name
K07101		
K01760	path:map00270;path:ko00270;path:map00450;path:ko00450;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Selenocompound metabolism;Selenocompound metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K03218		
K07240		
K07044		
K01782	path:map00071;path:ko00071;path:map00280;path:ko00280;path:map00310;path:ko00310;path:map00362;path:ko00362;path:map00380;path:ko00380;path:map00410;path:ko00410;path:map00640;path:ko00640;path:map00650;path:ko00650;path:map00907;path:ko00907;path:map00930;path:ko00930;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01212;path:ko01212	Fatty acid degradation;Fatty acid degradation;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Lysine degradation;Lysine degradation;Benzoate degradation;Benzoate degradation;Tryptophan metabolism;Tryptophan metabolism;beta-Alanine metabolism;beta-Alanine metabolism;Propanoate metabolism;Propanoate metabolism;Butanoate metabolism;Butanoate metabolism;Pinene, camphor and geraniol degradation;Pinene, camphor and geraniol degradation;Caprolactam degradation;Caprolactam degradation;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Fatty acid metabolism;Fatty acid metabolism
K00626	path:map00071;path:ko00071;path:map00280;path:ko00280;path:map00310;path:ko00310;path:map00362;path:ko00362;path:map00380;path:ko00380;path:map00620;path:ko00620;path:map00630;path:ko00630;path:map00650;path:ko00650;path:map00720;path:ko00720;path:map00900;path:ko00900;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01212;path:ko01212;path:map02020;path:ko02020;path:map04975;path:ko04975	Fatty acid degradation;Fatty acid degradation;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Lysine degradation;Lysine degradation;Benzoate degradation;Benzoate degradation;Tryptophan metabolism;Tryptophan metabolism;Pyruvate metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Carbon fixation pathways in prokaryotes;Terpenoid backbone biosynthesis;Terpenoid backbone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Fatty acid metabolism;Fatty acid metabolism;Two-component system;Two-component system;Fat digestion and absorption;Fat digestion and absorption
K00255	path:map00071;path:ko00071;path:map01100;path:ko01100;path:map01212;path:ko01212;path:map03320;path:ko03320	Fatty acid degradation;Fatty acid degradation;Metabolic pathways;Metabolic pathways;Fatty acid metabolism;Fatty acid metabolism;PPAR signaling pathway;PPAR signaling pathway
K07649	path:map02020;path:ko02020	Two-component system;Two-component system
K07774	path:map02020;path:ko02020	Two-component system;Two-component system
K07749		
K01640	path:map00280;path:ko00280;path:map00650;path:ko00650;path:map00907;path:ko00907;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map04146;path:ko04146	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Butanoate metabolism;Butanoate metabolism;Pinene, camphor and geraniol degradation;Pinene, camphor and geraniol degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Peroxisome;Peroxisome
K07794	path:map02020;path:ko02020	Two-component system;Two-component system
K07793	path:map02020;path:ko02020	Two-component system;Two-component system
K07090		
K07107		
K10017	path:map02010;path:ko02010	ABC transporters;ABC transporters
K06987		
K10023	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10024	path:map02010;path:ko02010	ABC transporters;ABC transporters
K00700	path:map00500;path:ko00500;path:map01100;path:ko01100;path:map01110;path:ko01110	Starch and sucrose metabolism;Starch and sucrose metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K01835	path:map00010;path:ko00010;path:map00030;path:ko00030;path:map00052;path:ko00052;path:map00230;path:ko00230;path:map00500;path:ko00500;path:map00520;path:ko00520;path:map00521;path:ko00521;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01250;path:ko01250	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose phosphate pathway;Galactose metabolism;Galactose metabolism;Purine metabolism;Purine metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Streptomycin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Biosynthesis of nucleotide sugars
K00703	path:map00500;path:ko00500;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map02026;path:ko02026	Starch and sucrose metabolism;Starch and sucrose metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biofilm formation - Escherichia coli;Biofilm formation - Escherichia coli
K00688	path:map00500;path:ko00500;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map02026;path:ko02026;path:map04217;path:ko04217;path:map04910;path:ko04910;path:map04922;path:ko04922;path:map04931;path:ko04931	Starch and sucrose metabolism;Starch and sucrose metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biofilm formation - Escherichia coli;Biofilm formation - Escherichia coli;Necroptosis;Necroptosis;Insulin signaling pathway;Insulin signaling pathway;Glucagon signaling pathway;Glucagon signaling pathway;Insulin resistance;Insulin resistance
K07667	path:map02020;path:ko02020;path:map02024;path:ko02024	Two-component system;Two-component system;Quorum sensing;Quorum sensing
K03549		
K03415	path:map02020;path:ko02020;path:map02030;path:ko02030	Two-component system;Two-component system;Bacterial chemotaxis;Bacterial chemotaxis
K18335	path:map00051;path:ko00051;path:map01100;path:ko01100;path:map01120;path:ko01120	Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K10439	path:map02010;path:ko02010;path:map02030;path:ko02030	ABC transporters;ABC transporters;Bacterial chemotaxis;Bacterial chemotaxis
K18334	path:map00051;path:ko00051;path:map01100;path:ko01100;path:map01120;path:ko01120	Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K07046	path:map00051;path:ko00051;path:map01100;path:ko01100;path:map01120;path:ko01120	Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K18333	path:map00051;path:ko00051;path:map01100;path:ko01100;path:map01120;path:ko01120	Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03534		
K00384	path:map00450;path:ko00450	Selenocompound metabolism;Selenocompound metabolism
K05524		
K00956	path:map00230;path:ko00230;path:map00261;path:ko00261;path:map00450;path:ko00450;path:map00920;path:ko00920;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Monobactam biosynthesis;Monobactam biosynthesis;Selenocompound metabolism;Selenocompound metabolism;Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K00957	path:map00230;path:ko00230;path:map00261;path:ko00261;path:map00450;path:ko00450;path:map00920;path:ko00920;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Purine metabolism;Purine metabolism;Monobactam biosynthesis;Monobactam biosynthesis;Selenocompound metabolism;Selenocompound metabolism;Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K00381	path:map00920;path:ko00920;path:map01100;path:ko01100;path:map01120;path:ko01120	Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K00852	path:map00030;path:ko00030;path:map01100;path:ko01100	Pentose phosphate pathway;Pentose phosphate pathway;Metabolic pathways;Metabolic pathways
K16328	path:map00240;path:ko00240;path:map01100;path:ko01100	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways
K16329	path:map00240;path:ko00240;path:map01100;path:ko01100	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways
K07335	path:map02010;path:ko02010	ABC transporters;ABC transporters
K23535	path:map02010;path:ko02010	ABC transporters;ABC transporters
K23536	path:map02010;path:ko02010	ABC transporters;ABC transporters
K14682	path:map00220;path:ko00220;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230	Arginine biosynthesis;Arginine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K03578		
K13634		
K03795	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K11720	path:map02010;path:ko02010	ABC transporters;ABC transporters
K07091	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01255	path:map00480;path:ko00480;path:map01100;path:ko01100	Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways
K02339	path:map03030;path:ko03030;path:map03430;path:ko03430;path:map03440;path:ko03440	DNA replication;DNA replication;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K01584	path:map00330;path:ko00330;path:map01100;path:ko01100;path:map01110;path:ko01110	Arginine and proline metabolism;Arginine and proline metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K00208	path:map00061;path:ko00061;path:map00333;path:ko00333;path:map00780;path:ko00780;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01212;path:ko01212;path:map01240;path:ko01240	Fatty acid biosynthesis;Fatty acid biosynthesis;Prodigiosin biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Biotin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Fatty acid metabolism;Fatty acid metabolism;Biosynthesis of cofactors;Biosynthesis of cofactors
K13893	path:map02010;path:ko02010	ABC transporters;ABC transporters
K13896	path:map02010;path:ko02010	ABC transporters;ABC transporters
K09748		
K02600		
K02519		
K02834		
K03177		
K06207		
K03664		
K09801		
K00088	path:map00230;path:ko00230;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Nucleotide metabolism;Nucleotide metabolism
K01951	path:map00230;path:ko00230;path:map00983;path:ko00983;path:map01100;path:ko01100;path:map01232;path:ko01232	Purine metabolism;Purine metabolism;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K01297		
K01768	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map02025;path:ko02025;path:map04113;path:ko04113;path:map04213;path:ko04213	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa;Meiosis - yeast;Meiosis - yeast;Longevity regulating pathway - multiple species;Longevity regulating pathway - multiple species
K06867		
K03424		
K02676		
K02341	path:map03030;path:ko03030;path:map03430;path:ko03430;path:map03440;path:ko03440	DNA replication;DNA replication;Mismatch repair;Mismatch repair;Homologous recombination;Homologous recombination
K00943	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01232;path:ko01232	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Nucleotide metabolism;Nucleotide metabolism
K07082		
K06980		
K03414	path:map02030;path:ko02030	Bacterial chemotaxis;Bacterial chemotaxis
K00043	path:map00650;path:ko00650;path:map01100;path:ko01100;path:map01200;path:ko01200	Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways;Carbon metabolism;Carbon metabolism
K06959		
K02348		
K09456		
K07497		
K06223	path:map03430;path:ko03430	Mismatch repair;Mismatch repair
K13049		
K07516	path:map00071;path:ko00071;path:map00362;path:ko00362;path:map00650;path:ko00650;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01212;path:ko01212	Fatty acid degradation;Fatty acid degradation;Benzoate degradation;Benzoate degradation;Butanoate metabolism;Butanoate metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Fatty acid metabolism;Fatty acid metabolism
K20034	path:map00920;path:ko00920;path:map01100;path:ko01100	Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways
